Timestamp,Participant_id,Technique,Gesture_set,height,distance,Pointer_type,Checkpoint_time,Object_view_time,Total_time,mistake_count,d_from_center,d_from_center_with_spike,combo_index
5/30/2022 11:44,1,ARM,GS3,G,0,5.5,1.350289,0.241854,118.15,0,0.4251803,0.4251803,59
5/30/2022 11:44,1,ARM,GS3,G,5,5.5,2.561877,0.5567207,120.7119,0,0.4693546,0.5137162,60
5/30/2022 11:44,1,ARM,GS3,G,0,5.5,1.879401,1.072792,122.5912,0,0.4786518,0.4786518,61
5/30/2022 11:44,1,ARM,GS3,G,5,5.5,2.464143,0.5413653,125.0553,0,0.4782507,0.4782507,62
5/30/2022 11:44,1,ARM,GS3,G,0,5.5,1.824204,0.9727063,126.8795,0,0.506982,0.506982,63
5/30/2022 11:44,1,ARM,GS3,G,2.5,11,2.853653,0.730657,129.7331,1,0.4919387,0.4919387,64
5/30/2022 11:44,1,ARM,GS3,G,0,5.5,1.588044,0.5565,131.3212,0,0.5005248,0.5005248,65
5/30/2022 11:44,1,ARM,GS3,G,0,5.5,1.614351,0.5410547,132.9355,0,0.4589592,0.4354518,66
5/30/2022 11:44,1,ARM,GS3,G,5,11,3.327991,0.2645447,136.2634,0,0.4684536,0.4684536,67
5/30/2022 11:44,1,ARM,GS3,G,0,5.5,2.310168,0.9325171,138.5736,0,0.4241573,0.4241573,68
5/30/2022 11:44,1,ARM,GS3,G,5,5.5,4.023661,0.5399617,142.5972,0,0.5007062,0.5007062,69
5/30/2022 11:44,1,ARM,GS3,G,0,11,4.567113,0.9241788,147.1644,1,0.5000584,0.5000584,70
5/30/2022 11:44,1,ARM,GS3,G,5,5.5,2.812444,0.6543203,149.9768,0,0.468261,0.468261,71
5/30/2022 11:44,1,ARM,GS3,G,0,11,2.603272,0.7726939,152.5801,0,0.5079453,0.5079453,72
5/30/2022 11:44,1,ARM,GS3,G,2.5,5.5,1.712385,0.5607513,154.2925,0,0.4876324,0.4876324,73
5/30/2022 11:44,1,ARM,GS3,G,0,11,2.06001,0.3000385,156.3525,0,0.4400456,0.6336317,74
5/30/2022 11:45,1,ARM,GS3,G,2.5,5.5,1.503764,0.1957641,157.8563,0,0.4508011,0.4508011,75
5/30/2022 11:45,1,ARM,GS3,G,0,5.5,1.698493,0.6168243,159.5548,0,0.4810216,0.4810216,76
5/30/2022 11:45,1,ARM,GS3,G,5,11,1.94929,0.2302061,161.5041,0,0.4624897,0.4624897,77
5/30/2022 11:45,1,ARM,GS3,G,0,11,2.436505,0.429994,163.9405,0,0.4807059,0.4807059,78
5/30/2022 11:45,1,ARM,GS3,G,2.5,5.5,1.378779,0.01374813,165.3193,0,0.4864095,0.4349934,79
5/30/2022 11:45,1,ARM,GS3,G,0,11,1.823287,0.5056043,167.1426,0,0.5150446,0.5150446,80
5/30/2022 11:45,1,ARM,GS3,G,2.5,11,2.060885,0.5666857,169.2034,0,0.477145,0.477145,81
5/30/2022 11:45,1,ARM,GS3,G,0,5.5,1.517382,0.8252351,170.7208,0,0.4583985,0.4583985,82
5/30/2022 11:45,1,ARM,GS3,G,2.5,11,1.934855,0.2713225,172.6557,0,0.4878892,0.4878892,83
5/30/2022 11:45,1,ARM,GS3,G,0,5.5,1.587326,0.662536,174.2429,0,0.4974824,0.5043745,84
5/30/2022 11:45,1,ARM,GS3,G,0,5.5,1.447929,0.3259609,175.6908,0,0.5071424,0.5071424,85
5/30/2022 11:45,1,ARM,GS3,G,2.5,11,2.700881,0.4677235,178.3917,0,0.5118344,0.5118344,86
5/30/2022 11:45,1,ARM,GS3,G,0,5.5,1.712409,0.4966573,180.1042,0,0.4699601,0.4699601,87
5/30/2022 11:45,1,ARM,GS3,G,0,5.5,1.796394,0.691143,181.9006,0,0.5010382,0.5010382,88
5/30/2022 11:45,1,ARM,GS3,G,5,5.5,2.491763,0.5525171,184.3924,0,0.5122715,0.5122715,89
5/30/2022 11:45,1,ARM,GS3,G,0,5.5,2.088883,1.025443,186.4813,0,0.4749552,0.4749552,90
5/30/2022 11:45,1,ARM,GS3,G,0,5.5,1.879156,0.04284453,188.3606,0,0.4938646,0.4938646,91
5/30/2022 11:45,1,ARM,GS3,G,2.5,11,1.753601,0.1925599,190.1142,0,0.5052112,0.5023147,92
5/30/2022 11:45,1,ARM,GS3,G,0,11,1.680609,0.01476807,191.7949,0,0.5064937,0.5064937,93
5/30/2022 11:45,1,ARM,GS3,G,2.5,5.5,1.995245,0.4759596,193.7901,0,0.470169,0.4886261,94
5/30/2022 11:45,1,ARM,GS3,G,0,11,1.266911,0.2898454,195.0571,0,0.5061214,0.5061214,95
5/30/2022 11:45,1,ARM,GS3,G,5,5.5,2.004502,0.3886785,197.0616,0,0.4681624,0.4681624,96
5/30/2022 11:45,1,ARM,GS3,G,0,11,2.492332,0.4149728,199.554,0,0.5060543,0.5060543,97
5/30/2022 11:45,1,ARM,GS3,G,5,11,3.258019,0.3308393,202.812,0,0.4680418,0.4680418,98
5/30/2022 11:45,1,ARM,GS3,G,0,11,3.048909,0.5512342,205.8609,0,0.4570208,0.4570208,99
5/30/2022 11:50,1,ARM,GS2,G,0,5.5,1.549484,0.7523208,1.549484,0,0.485648,0.485648,1
5/30/2022 11:50,1,ARM,GS2,G,5,11,1.698682,0.4039701,3.248167,0,0.4586605,0.4586605,2
5/30/2022 11:50,1,ARM,GS2,G,0,11,1.851274,0.5275238,5.099441,0,0.405115,0.405115,3
5/30/2022 11:50,1,ARM,GS2,G,0,11,1.879621,0.5695831,6.97906,0,0.4708365,0.4708365,4
5/30/2022 11:50,1,ARM,GS2,G,0,5.5,1.183226,0.3500113,8.162286,0,0.4435591,0.4435591,5
5/30/2022 11:50,1,ARM,GS2,G,2.5,5.5,1.462113,0.6130239,9.624401,0,0.493102,0.493102,6
5/30/2022 11:50,1,ARM,GS2,G,0,11,1.601407,0.2510849,11.22581,0,0.4587346,0.4816461,7
5/30/2022 11:50,1,ARM,GS2,G,2.5,5.5,1.183213,0.4935676,12.40903,0,0.4597668,8.629259,8
5/30/2022 11:50,1,ARM,GS2,G,0,5.5,1.392971,0.6407412,13.802,0,0.4415078,0.4415078,9
5/30/2022 11:50,1,ARM,GS2,G,5,11,3.229173,0.6905295,17.03117,0,0.473145,0.473145,10
5/30/2022 11:50,1,ARM,GS2,G,0,11,1.976951,0.5807618,19.00811,0,0.4446469,0.4446469,11
5/30/2022 11:50,1,ARM,GS2,G,5,11,2.979467,0.5447764,21.98758,1,0.506985,0.506985,12
5/30/2022 11:50,1,ARM,GS2,G,0,5.5,1.614728,0.917882,23.6023,0,0.4943166,0.4891455,13
5/30/2022 11:50,1,ARM,GS2,G,5,5.5,2.575909,0.680952,26.17821,0,0.4822513,0.4822513,14
5/30/2022 11:50,1,ARM,GS2,G,0,11,2.047061,0.6858499,28.22527,0,0.4896439,0.8296803,15
5/30/2022 11:51,1,ARM,GS2,G,0,5.5,1.280342,0.660565,29.50561,0,0.461561,0.461561,16
5/30/2022 11:51,1,ARM,GS2,G,0,5.5,0.9607027,0.08634271,30.4663,0,0.5025686,0.5025686,17
5/30/2022 11:51,1,ARM,GS2,G,2.5,11,1.433787,0.4731471,31.90009,0,0.5110223,0.5110223,18
5/30/2022 11:51,1,ARM,GS2,G,0,11,6.167514,0.2610898,38.06763,4,0.4286382,0.4286382,19
5/30/2022 11:51,1,ARM,GS2,G,5,11,3.52252,0.4099727,41.59015,0,0.4714792,0.4714792,20
5/30/2022 11:51,1,ARM,GS2,G,0,5.5,2.074449,1.325902,43.66459,0,0.4613113,0.4613113,21
