,Timestamp,Participant_id,Technique,Gesture_set,Pointer_type,height,distance,Checkpoint_time,Object_view_time,Total_time,mistake_count,d_from_center,d_from_center_with_spike,combo_index
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,5,5.5,3.139923,1.017117,60.79897,1,0.5125928,0.5125928,26
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,0,5.5,1.620787,0.5501111,62.41977,0,0.4912716,0.4907236,27
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,5,5.5,2.450196,0.4034769,64.86996,1,0.4484219,0.4484219,28
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,0,5.5,1.670784,0.6132305,66.54076,0,0.4118519,0.4118519,29
,7/27/2022 18:25,3,WRIST_ARM,GS2,G,2.5,11,2.116061,0.3064524,68.65681,0,0.4787802,0.4787802,30
,7/28/2022 11:47,3,WRIST_ARM,GS2,G,0,5.5,1.800819,0.347504,1.800819,4,0.4688207,0.4688207,1
,7/28/2022 11:47,3,WRIST_ARM,GS2,G,5,5.5,2.160265,0.5015709,3.961083,0,0.4723197,0.4723197,2
,7/28/2022 11:47,3,WRIST_ARM,GS2,G,0,5.5,2.726812,0.9791245,6.687895,0,0.4226789,0.4588535,3
,7/28/2022 11:47,3,WRIST_ARM,GS2,G,5,5.5,3.661702,0.7363763,10.3496,0,0.4867857,0.4867857,4
,7/28/2022 11:47,3,WRIST_ARM,GS2,G,0,5.5,2.979189,0.9808763,13.32879,0,0.4961036,0.4961036,5
,7/28/2022 11:47,3,WRIST_ARM,GS2,G,5,11,5.597415,0.3899331,18.9262,0,0.4846344,0.4846344,6
,7/28/2022 11:47,3,WRIST_ARM,GS2,G,0,11,2.380718,0.5178899,21.30692,0,0.4514368,0.4514368,7
,7/28/2022 11:47,3,WRIST_ARM,GS2,G,0,5.5,1.697993,0.5288968,23.00491,0,0.4821751,0.4821751,8
,7/28/2022 11:48,3,WRIST_ARM,GS2,G,2.5,5.5,2.060602,0.1537021,25.06551,1,0.5139824,0.4392527,9
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
W5,,,,,,,,,,,,,,
