participant_id,technique,gesture_set,pointer_type,height,distance,checkpoint_time,mistake_count,d_from_center,d_from_center_with_spike,arm_distance,arm_height,wrist_angle,personalization_type,curveCombo,combo_index
10,WRIST_ARM,GS2,G,0,7.5,3.299975,0,0.283597,0.283597,7.183315,4.738627,7.620819,W3,C3,5
10,WRIST_ARM,GS2,G,5,7.5,2.519292,0,0.3173784,0.3173784,6.861002,-4.978864,327.4452,W3,C3,6
10,WRIST_ARM,GS2,G,0,7.5,3.6485,0,0.3173784,0.3173784,7.206715,4.797545,0.2126499,W3,C3,7
10,WRIST_ARM,GS2,G,5,10.5,4.830713,1,0.3173784,0.3173784,9.919823,-5.011149,323.2508,W3,C3,8
10,WRIST_ARM,GS2,G,0,10.5,6.627753,0,0.3523041,0.3523041,10.16792,4.914694,340.2374,W3,C3,9
10,WRIST_ARM,GS2,G,0,10.5,4.120104,0,0.3523041,0.3523041,9.990581,-0.1788167,346.7334,W3,C3,10
10,WRIST_ARM,GS2,G,5,10.5,4.931358,0,0.3523041,0.3523041,10.08436,-4.914206,326.1772,W3,C3,11
10,WRIST_ARM,GS2,G,0,10.5,5.188773,0,0.2419149,0.2419149,0.4601324,-0.3271321,14.20663,W3,C3,12
10,WRIST_ARM,GS2,G,0,7.5,2.564358,0,0.3054508,2.836721,0.4072684,-0.1851728,353.8192,W3,C3,13
10,WRIST_ARM,GS2,G,0,10.5,2.100305,0,0.3074029,0.3074029,0.5008292,-0.195379,350.6245,W3,C3,14
10,WRIST_ARM,GS2,G,0,10.5,11.4606,0,0.2710539,0.2710539,10.06405,-0.05714953,326.6209,W3,C3,15
10,WRIST_ARM,GS2,G,5,10.5,2.934985,0,0.2710539,0.2710539,9.900425,-5.030118,327.6445,W3,C3,16
10,WRIST_ARM,GS2,G,0,7.5,1.961539,0,0.2710539,0.2710539,7.16421,4.700776,9.663292,W3,C3,17
10,WRIST_ARM,GS2,G,5,7.5,2.13357,0,0.3234669,0.3234669,6.90904,-5.00097,327.9815,W3,C3,18
10,WRIST_ARM,GS2,G,0,7.5,1.823016,0,0.2777048,0.2777048,7.156382,4.703993,11.67118,W3,C3,19
10,WRIST_ARM,GS2,G,5,7.5,2.256054,0,0.2737188,0.3314513,6.902953,-5.014036,327.7377,W3,C3,20
10,WRIST_ARM,GS2,G,0,7.5,2.421748,0,0.2847384,0.2847384,7.161604,4.698842,11.80077,W3,C3,21
10,WRIST_ARM,GS2,G,0,10.5,2.619588,0,0.2847384,0.2847384,9.953303,-0.2252644,352.7325,W3,C3,22
10,WRIST_ARM,GS2,G,0,7.5,1.907596,0,0.336526,0.336526,0.3870663,-0.1575251,348.1442,W3,C3,23
10,WRIST_ARM,GS2,G,0,7.5,1.933476,0,0.2919457,0.2919457,6.992382,-0.2472249,357.4324,W3,C3,24
10,WRIST_ARM,GS2,G,0,10.5,3.801675,0,0.3088979,0.3088979,10.1144,-0.06384373,336.4265,W3,C3,25
10,WRIST_ARM,GS2,G,0,10.5,2.004782,0,0.2203635,0.2203635,0.5240107,-0.2288237,354.1011,W3,C3,26
10,WRIST_ARM,GS2,G,0,10.5,3.494806,0,0.3577966,0.3577966,10.09651,-0.0858779,340.5241,W3,C3,27
10,WRIST_ARM,GS2,G,5,7.5,2.227067,0,0.3577966,0.3577966,6.943221,-5.011069,329.6264,W3,C3,28
10,WRIST_ARM,GS2,G,0,7.5,2.158147,0,0.3269409,0.3269409,7.205039,4.743307,7.71825,W3,C3,29
10,WRIST_ARM,GS2,G,5,10.5,2.881935,0,0.3269409,0.3269409,0.5645279,0.03469849,328.2761,W3,C3,30
10,WRIST_ARM,GS2,G,0,10.5,3.205562,0,0.2208448,0.2208448,9.954325,-0.2119154,350.3556,W3,C2,1
10,WRIST_ARM,GS2,G,5,10.5,4.222004,1,0.3908562,0.3908562,0.4738548,0.04967022,323.6464,W3,C2,2
10,WRIST_ARM,GS2,G,0,7.5,2.979038,0,0.3908562,0.3908562,0.3807256,-0.3831171,22.06012,W3,C2,3
10,WRIST_ARM,GS2,G,0,7.5,2.919903,1,0.308273,0.2259357,0.4249176,-0.1820596,352.8557,W3,C2,4
10,WRIST_ARM,GS2,G,0,10.5,2.241633,0,0.3453896,0.2548132,0.5470909,-0.2039635,353.3865,W3,C2,5
10,WRIST_ARM,GS2,G,5,10.5,2.451932,0,0.250165,0.250165,10.00849,-4.930172,328.6917,W3,C2,6
10,WRIST_ARM,GS2,G,0,10.5,2.784216,0,0.2711955,2.340452,10.00454,4.68857,13.72794,W3,C2,7
10,WRIST_ARM,GS2,G,5,10.5,2.73008,0,0.2862998,0.2862998,10.03542,-4.942521,327.0147,W3,C2,8
10,WRIST_ARM,GS2,G,0,10.5,2.323268,0,0.2862998,0.2862998,9.978354,4.673423,10.89355,W3,C2,9
10,WRIST_ARM,GS2,G,5,7.5,1.881989,0,0.2957717,0.2957717,7.051098,-4.942835,325.8667,W3,C2,10
10,WRIST_ARM,GS2,G,0,7.5,1.862209,0,0.2542063,0.2921378,6.995663,4.619904,25.85306,W3,C2,11
